Job title,How old are you?,Currency,clean_country,total_comp_usd
senior software engineer,25-34,USD,usa,195500.0
staff software engineer,25-34,USD,usa,195700.0
senior software engineer,25-34,USD,usa,197000.0
senior developer,45-54,USD,australia,197000.0
senior software engineer (ios),25-34,USD,usa,198000.0
software development manager,35-44,USD,usa,199000.0
principal software engineer,35-44,USD,usa,200000.0
senior software engineer ,25-34,USD,usa,200000.0
senior software engineer,25-34,USD,usa,200000.0
senior software engineer,25-34,USD,usa,200000.0
software engineer ii,25-34,USD,usa,200000.0
director of software,25-34,USD,usa,200000.0
staff sw engineer,35-44,USD,usa,200000.0
senior software engineer,45-54,USD,usa,200000.0
software engineer ,25-34,USD,usa,200000.0
software developer,35-44,USD,usa,200000.0
principal software developer,35-44,USD,usa,200000.0
software engineer,35-44,USD,usa,200000.0
principle software engineer,35-44,USD,usa,200000.0
software engineer,25-34,USD,usa,200000.0
staff software engineer,35-44,USD,usa,201000.0
software engineer,25-34,USD,usa,202000.0
software engineer,25-34,USD,usa,202000.0
software engineer,25-34,USD,usa,202000.0
software engineering manager,25-34,USD,usa,203000.0
staff software engineer,45-54,USD,usa,203500.0
sr staff software engineer,55-64,USD,usa,204000.0
senior software engineer,25-34,USD,usa,204160.0
software engineer,25-34,USD,usa,205000.0
principal software engineer,35-44,USD,usa,205000.0
principal software engineer,35-44,USD,usa,205000.0
software engineer,25-34,USD,usa,205000.0
principal software engineer,35-44,USD,usa,205000.0
software developer ,35-44,USD,usa,205000.0
lead software engineer,35-44,USD,usa,207000.0
senior software engineer,35-44,USD,usa,208000.0
software engineering manager,35-44,USD,usa,208500.0
senior software developer,25-34,USD,usa,208500.0
software engineer,18-24,USD,usa,210000.0
manager software development,55-64,USD,usa,210000.0
principal software engineer,45-54,USD,usa,210000.0
software engineer,18-24,USD,usa,210000.0
software engineer principal ii,25-34,USD,usa,212000.0
senior developer,35-44,USD,usa,212000.0
senior software engineering manager,25-34,USD,usa,214550.0
senior software engineer,35-44,USD,usa,215000.0
staff software engineer,35-44,USD,usa,215000.0
senior manager of software engineering,35-44,USD,usa,215000.0
senior software dev engineer,25-34,USD,usa,215358.0
lead developer,35-44,AUD/NZD,australia,215487.28
software developer,25-34,AUD/NZD,australia,215487.28
software test lead,35-44,AUD/NZD,australia,215487.28
staff software engineer,45-54,USD,usa,216000.0
software engineer ii,25-34,USD,usa,217000.0
senior software engineer,35-44,USD,usa,217000.0
software development engineer ,25-34,USD,usa,217000.0
principal software engineer,35-44,USD,usa,218000.0
staff software engineer,25-34,USD,usa,219000.0
software account director ,35-44,USD,usa,220000.0
group software architect,35-44,USD,usa,220000.0
software engineer ,25-34,USD,usa,220000.0
software engineer,25-34,USD,usa,221000.0
software engineer,18-24,USD,usa,223000.0
software engineer,25-34,USD,usa,223000.0
staff software engineer,35-44,USD,usa,223200.0
senior software engineer,25-34,USD,usa,224000.0
software architect,35-44,USD,usa,224384.0
principal ios software engineer,45-54,USD,usa,225000.0
senior software engineer,45-54,USD,usa,225000.0
software engineering manager,25-34,USD,usa,225000.0
software engineer,35-44,USD,usa,226000.0
software engineer,35-44,USD,usa,228706.0
"manager, developer evangelism",35-44,CAD,canada,228724.66
senior back-end software engineer,25-34,USD,usa,228800.0
senior software engineer ,45-54,USD,usa,229000.0
contract software consultant,45-54,USD,usa,230000.0
principal software developer,45-54,USD,usa,230000.0
"senior software engineer, devops",25-34,USD,usa,230000.0
senior software engineer,55-64,USD,usa,230000.0
principal software engineer,35-44,USD,usa,230000.0
"software engineer, security",35-44,USD,usa,230000.0
principal software engineer ,35-44,USD,usa,231000.0
director of software engineering,35-44,USD,usa,231000.0
senior software engineer,35-44,USD,usa,232000.0
"manager, software dev & eng",35-44,USD,usa,234000.0
software engineering manager,35-44,USD,usa,235000.0
software engineer,25-34,USD,usa,235000.0
software engineer,25-34,USD,usa,235500.0
senior software engineer,25-34,USD,usa,236000.0
senior principle software engineer ,45-54,USD,usa,236000.0
senior software application engineer,25-34,USD,usa,239000.0
principal site reliability developer ,35-44,USD,usa,239000.0
software developer ,35-44,USD,usa,240000.0
software development engineer 2,25-34,USD,usa,240000.0
staff software engineer,25-34,USD,usa,240000.0
software engineer,25-34,USD,usa,240000.0
staff software engineer,45-54,USD,usa,240000.0
software engineer,25-34,USD,usa,241500.0
software development engineer,25-34,USD,usa,242500.0
senior software engineer ,35-44,USD,usa,243000.0
software engineering manager,35-44,AUD/NZD,australia,243292.09
principal software engineer,45-54,USD,usa,245000.0
software developer,25-34,USD,usa,245000.0
senior software engineer,35-44,USD,usa,245000.0
director of software engineering,35-44,USD,usa,245000.0
developer advocate,35-44,USD,usa,246000.0
senior software engineer,25-34,USD,usa,248000.0
software engineering director,25-34,USD,usa,248000.0
software engineer senior principal ,35-44,USD,usa,249000.0
senior software engineer,35-44,USD,usa,250000.0
software engineer,25-34,USD,usa,250000.0
lead software engineer,25-34,USD,usa,250000.0
senior software engineer ,35-44,USD,usa,250000.0
senior software developer,25-34,USD,usa,250000.0
swe,25-34,USD,usa,250000.0
software engineer ,45-54,AUD/NZD,new zealand,250243.29
lead developer,25-34,USD,usa,251000.0
senior software engineer,25-34,USD,usa,251687.0
senior software engineer,25-34,USD,usa,253000.0
staff developer evangelist,35-44,USD,usa,255000.0
principal software engineer,35-44,AUD/NZD,new zealand,255387.18
software engineer ,25-34,USD,usa,260000.0
staff software engineering manager,25-34,USD,usa,260000.0
principal software enginner,35-44,USD,usa,260000.0
software engineer,18-24,USD,usa,260000.0
senior software engineering manager,35-44,USD,usa,260000.0
staff software engineer,35-44,USD,usa,261000.0
software engineer,25-34,USD,usa,262549.0
staff software engineer,35-44,USD,usa,264000.0
software engineering manager,45-54,USD,usa,264000.0
software engineering principal member of technical staff ,45-54,USD,usa,264000.0
software engineer,25-34,USD,usa,265000.0
software engineer,25-34,USD,usa,265000.0
software engineer,35-44,USD,usa,265000.0
software developer,35-44,USD,usa,266985.0
software engineer,25-34,USD,usa,270000.0
software engineer,25-34,USD,usa,270000.0
senior software developer,45-54,USD,usa,270000.0
staff software engineer,45-54,USD,usa,270000.0
senior software engineering manager,25-34,USD,usa,270000.0
senior software engineer,25-34,USD,usa,272000.0
staff software engineer,35-44,USD,usa,275000.0
principal software engineer,35-44,USD,usa,275000.0
senior developer,45-54,AUD/NZD,australia,276657.86
software engineer,25-34,USD,usa,280000.0
staff software engineer,35-44,USD,usa,280000.0
senior software engineer,25-34,USD,usa,280000.0
web developer,25-34,USD,usa,280000.0
senior software engineer,25-34,USD,usa,282000.0
staff software engineer,35-44,USD,usa,283081.0
senior software engineer,25-34,USD,usa,283900.0
software developer,35-44,USD,usa,285000.0
software engineer,25-34,USD,usa,286000.0
senior software engineer,35-44,USD,usa,287000.0
senior software engineer,25-34,USD,usa,287000.0
senior software engineer and market analysr,35-44,AUD/NZD,australia,287779.79
software engineer,45-54,USD,usa,288000.0
software engineer,25-34,USD,usa,288000.0
software engineer,25-34,USD,usa,288000.0
swe manager,25-34,USD,israel,290000.0
software engineer,35-44,USD,usa,290000.0
senior principal software engineer,25-34,USD,usa,290000.0
software engineer,25-34,USD,usa,290000.0
software engineer,25-34,USD,usa,290000.0
senior software engineer,55-64,USD,usa,295000.0
senior software engineer,25-34,USD,usa,295000.0
software engineer ii,25-34,USD,usa,295500.0
senior software manager?,25-34,USD,usa,296000.0
senior software engineer,25-34,USD,usa,296000.0
software engineer,25-34,USD,usa,297000.0
software engineer,35-44,USD,usa,297000.0
senior software engineer,25-34,USD,usa,297000.0
lead software engineer,55-64,USD,usa,298000.0
software developer,25-34,USD,usa,300000.0
staff software engineer,25-34,USD,usa,300000.0
software engineer,25-34,USD,usa,300000.0
senior sw engineer,45-54,USD,usa,300000.0
sr software engineer,25-34,USD,usa,300000.0
software engineer,25-34,USD,usa,300000.0
software engineer,25-34,USD,usa,300000.0
software engineer,25-34,USD,usa,301000.0
senior software engineer,45-54,USD,usa,304000.0
staff software engineer,35-44,USD,usa,305000.0
senior software engineer,35-44,USD,usa,305000.0
principal software architect,35-44,USD,usa,305000.0
"sr. manager, software engineering ",25-34,USD,usa,305000.0
software engineer,35-44,USD,usa,305000.0
software engineer,45-54,AUD/NZD,australia,305852.91
senior software engineer,35-44,USD,usa,308000.0
software engineer,35-44,USD,usa,309000.0
principal developer,25-34,EUR,france,309241.92
senior software engineering manager,35-44,USD,usa,310000.0
software engineer,18-24,USD,usa,310000.0
software engineering manager,35-44,USD,usa,312000.0
software engineer,25-34,USD,usa,312000.0
software consultant,35-44,USD,usa,312000.0
software engineer,25-34,USD,usa,313000.0
software engineer,25-34,USD,usa,315000.0
software engineer,35-44,USD,usa,318000.0
senior software engineer,25-34,USD,usa,319000.0
software development manager,35-44,USD,usa,320000.0
software developer ,35-44,USD,usa,320000.0
senior software engineer,35-44,USD,usa,322000.0
director of software engineering ,45-54,USD,usa,328312.0
software development manager,45-54,USD,usa,338000.0
software team lead,35-44,USD,usa,340000.0
software engineer,35-44,USD,canada,343200.0
software engineer,35-44,USD,usa,345000.0
senior software engineer 250000,35-44,AUD/NZD,new zealand,347560.13
software engineer,25-34,USD,usa,350000.0
"svp, software engineering",35-44,USD,usa,350000.0
staff software engineer,35-44,USD,usa,350000.0
senior software engineer,35-44,USD,usa,350000.0
senior software engineer,35-44,USD,usa,350000.0
software developer,25-34,USD,usa,350000.0
senior software engineer,35-44,USD,usa,352000.0
staff software engineer,25-34,USD,usa,352500.0
senior software engineer,35-44,USD,usa,358000.0
software engineer,25-34,USD,usa,359000.0
"director, software engineering",45-54,USD,usa,360000.0
software development manager,25-34,USD,usa,360000.0
software engineer,25-34,USD,usa,360000.0
senior software development engineer,35-44,USD,usa,360000.0
software engineer,25-34,USD,usa,363000.0
senior front end developer,35-44,USD,usa,363500.0
senior software engineer,25-34,USD,usa,367500.0
software developer,25-34,USD,usa,370000.0
software engineer ,25-34,USD,usa,370000.0
senior software development engineer,25-34,USD,usa,370000.0
software architect,35-44,USD,usa,373000.0
senior software engineering manager,35-44,USD,usa,375000.0
senior software engineer,35-44,USD,usa,378200.0
software engineer,18-24,USD,usa,385000.0
software engineer ,35-44,USD,usa,387000.0
senior software engineer,35-44,USD,usa,388000.0
senior software engineer,35-44,USD,usa,388000.0
principal software engineer ,35-44,USD,usa,390000.0
software engineer,35-44,USD,usa,394000.0
principal software engineer,35-44,USD,usa,395000.0
staff software engineer,35-44,USD,usa,400000.0
software engineer,25-34,USD,usa,400000.0
software engineer ,35-44,USD,usa,400000.0
software architect,35-44,USD,usa,400000.0
software development engineer,55-64,USD,usa,417000.0
software engineer,25-34,AUD/NZD,australia,417072.15
lead software engineer,35-44,USD,usa,435000.0
senior software engineer,35-44,USD,usa,440000.0
software engineering manager,35-44,USD,usa,440000.0
sr. software engineer,45-54,USD,usa,446000.0
software development manager,25-34,USD,usa,448000.0
staff software engineer,25-34,USD,usa,450000.0
software engineer,25-34,USD,usa,450000.0
senior software engineer,35-44,USD,usa,450000.0
senior software engineer,25-34,USD,usa,455000.0
software engineer,35-44,USD,israel,470000.0
senior software engineer,25-34,USD,usa,475000.0
staff software engineer,35-44,USD,usa,480000.0
principal software development engineer,25-34,USD,usa,480000.0
software engineering manager,35-44,USD,usa,490000.0
software engineer,35-44,USD,usa,496100.0
senior software engineer,45-54,USD,usa,500000.0
software engineering manager,25-34,USD,usa,502000.0
senior software engineer,25-34,USD,usa,504456.0
software engineer,35-44,USD,usa,505100.0
software development manager,45-54,CAD,canada,512658.73
senior software engineer,25-34,USD,usa,526000.0
software engineering manager,35-44,USD,usa,530000.0
software engineer,35-44,USD,usa,545000.0
senior manager software dev,45-54,USD,usa,550000.0
software engineer,25-34,USD,usa,571000.0
sr. software engineer,35-44,USD,usa,600000.0
software engineer,25-34,USD,usa,600000.0
software engineer,25-34,USD,usa,647200.0
software engineer,25-34,USD,usa,656090.0
software development manager,35-44,USD,usa,700000.0
staff software engineer ,35-44,USD,usa,722000.0
software engineer,25-34,USD,usa,730000.0
software engineer,35-44,USD,usa,750000.0
lead developer,35-44,EUR,germany,751016.08
software architect,45-54,USD,usa,764000.0
staff software engineer,35-44,USD,usa,831200.0
staff software engineer ,35-44,USD,usa,850000.0
senior software development manager,25-34,USD,usa,868000.0
software engineer,25-34,USD,usa,875000.0
head of software engineering,35-44,USD,usa,880000.0
"director, software development",35-44,USD,usa,950000.0
software development manager,35-44,USD,usa,1100000.0
software engineer,25-34,USD,usa,1100000.0
senior staff software engineer,45-54,USD,usa,1287000.0
principal software engineer,25-34,USD,usa,1675000.0
